Family,Domain,Seed domains,Full region domains,Rfam ID,Description,RNA type
RF00165,Viruses/Mixed,Viruses (100.00%),"Eukaryota (82.14%), Viruses (14.29%), Eukaryota:Fungi (7.14%), Bacteria (3.57%)",Corona_pk3,Coronavirus 3' UTR pseudoknot,Cis-reg;
RF00166,Bacteria,"Bacteria (94.87%), unclassified sequences (5.13%)","Bacteria (96.55%), Eukaryota (3.45%)",PrrB_RsmZ,PrrB/RsmZ RNA family,Gene; sRNA;
RF00167,Bacteria,"Bacteria (99.25%), unclassified sequences (0.75%)","Bacteria (99.78%), Eukaryota (0.22%), Eukaryota:Fungi (0.07%)",Purine,Purine riboswitch aptamer,Cis-reg; riboswitch;
RF00168,Bacteria,Bacteria (100.00%),"Bacteria (99.23%), Eukaryota (0.77%), Eukaryota:Fungi (0.03%)",Lysine,Lysine riboswitch aptamer,Cis-reg; riboswitch;
RF00169,Bacteria,Bacteria (100.00%),"Bacteria (98.87%), Eukaryota (1.09%), Eukaryota:Fungi (0.09%), Viruses (0.03%), Archaea (0.01%)",Bacteria_small_SRP,Bacterial small signal recognition particle RNA,Gene;
RF00170,Bacteria,"Bacteria (85.71%), unclassified sequences (14.29%)","Bacteria (94.44%), Eukaryota (5.56%)",msr,Retron msr RNA,Gene;
RF00171,Viruses,Viruses (100.00%),"Viruses (91.67%), Eukaryota (8.33%)",Tombus_5,Tombusvirus 5' UTR,Cis-reg;
RF00172,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),CAESAR,ctgf/hcs24 CAESAR,Cis-reg;
RF00173,Viruses,Viruses (100.00%),Viruses (100.00%),Hairpin,Hairpin ribozyme,Gene; ribozyme;
RF00174,Bacteria,"Bacteria (99.54%), Other (0.23%), unclassified sequences (0.23%)","Bacteria (99.32%), Eukaryota (0.68%), Eukaryota:Fungi (0.04%)",Cobalamin,Cobalamin riboswitch aptamer,Cis-reg; riboswitch;
RF00175,Viruses/Mixed,Viruses (100.00%),"Viruses (87.50%), Eukaryota (9.38%), Bacteria (3.12%)",HIV-1_DIS,Human immunodeficiency virus type 1 dimerisation initiation site,Cis-reg;
RF00176,Viruses/Mixed,Viruses (100.00%),"Viruses (57.14%), Eukaryota (42.86%)",Tombus_3_IV,Tombusvirus 3' UTR region IV,Cis-reg;
RF00177,Bacteria/Mixed,Bacteria (100.00%),"Bacteria (58.18%), Eukaryota (41.78%), Eukaryota:Fungi (2.58%), Archaea (0.02%), Viruses (0.01%)",SSU_rRNA_bacteria,Bacterial small subunit ribosomal RNA,Gene; rRNA;
RF00178,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-24,mir-24 microRNA precursor family,Gene; miRNA;
RF00179,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),GAIT,GAIT element,Cis-reg;
RF00180,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),REN-SRE,Renin stability regulatory element (REN-SRE),Cis-reg;
RF00181,Eukaryota,Eukaryota (100.00%),"Eukaryota (100.00%), Eukaryota:Fungi (0.03%)",SNORD113,Small nucleolar RNA SNORD113/SNORD114 family,Gene; snRNA; snoRNA; CD-box;
RF00182,Viruses,Viruses (100.00%),Viruses (100.00%),Corona_package,Coronavirus packaging signal,Cis-reg;
RF00183,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),G-CSF_SLDE,G-CSF factor stem-loop destabilising element (SLDE),Cis-reg;
RF00184,Viruses,Viruses (100.00%),Viruses (100.00%),PVX_3,Potato virus X cis-acting regulatory element,Cis-reg;
RF00185,Viruses/Mixed,Viruses (100.00%),"Eukaryota (50.00%), Viruses (50.00%)",Flavi_CRE,Flavivirus 3' UTR cis-acting replication element (CRE),Cis-reg;
RF00186,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORD101,Small nucleolar RNA SNORD101,Gene; snRNA; snoRNA; CD-box;
RF00187,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORD102,Small nucleolar RNA SNORD102,Gene; snRNA; snoRNA; CD-box;
RF00188,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORD103,Small nucleolar RNA SNORD103/SNORD85,Gene; snRNA; snoRNA; CD-box;
RF00189,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORD95,Small nucleolar RNA SNORD95,Gene; snRNA; snoRNA; CD-box;
RF00190,Eukaryota,Eukaryota (100.00%),"Eukaryota (99.92%), Bacteria (0.08%), Eukaryota:Fungi (0.08%)",SNORA16,Small nucleolar RNA SNORA16B/SNORA16A family,Gene; snRNA; snoRNA; HACA-box;
RF00191,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORA57,Small nucleolar RNA SNORA57,Gene; snRNA; snoRNA; HACA-box;
RF00192,Viruses,Viruses (100.00%),Viruses (100.00%),BLV_package,Bovine leukaemia virus RNA packaging signal,Cis-reg;
RF00193,Viruses,Viruses (100.00%),Viruses (100.00%),CTV_rep_sig,Citrus tristeza virus replication signal,Cis-reg;
RF00194,Viruses/Eukaryota,Viruses (100.00%),"Eukaryota (92.86%), Eukaryota:Fungi (7.14%), Viruses (7.14%)",Rubella_3,Rubella virus 3' cis-acting element,Cis-reg;
RF00195,Bacteria,"Bacteria (72.73%), unclassified sequences (27.27%)","Bacteria (97.30%), Eukaryota (2.70%)",RsmY,RsmY RNA family,Gene; sRNA;
RF00196,Viruses,Viruses (100.00%),Viruses (100.00%),AMV_RNA1_SL,Alfalfa mosaic virus RNA 1 5' UTR stem-loop,Cis-reg;
RF00198,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SL1,SL1 RNA,Gene;
RF00199,Eukaryota,Eukaryota (100.00%),"Eukaryota (99.83%), Bacteria (0.17%)",SL2,SL2 RNA,Gene;
RF00200,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ199,Small nucleolar RNA Z199,Gene; snRNA; snoRNA; CD-box;
RF00201,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ278,Small nucleolar RNA Z278,Gene; snRNA; snoRNA; CD-box;
RF00202,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoR66,Small nucleolar RNA R66,Gene; snRNA; snoRNA; CD-box;
RF00203,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoR160,Small nucleolar RNA R160,Gene; snRNA; snoRNA; CD-box;
RF00204,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoR12,Small nucleolar RNA R12,Gene; snRNA; snoRNA; CD-box;
RF00205,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoR41,Small nucleolar RNA R41,Gene; snRNA; snoRNA; CD-box;
RF00206,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),U54,Small nucleolar RNA U54,Gene; snRNA; snoRNA; CD-box;
RF00207,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),K10_TLS,K10 transport/localisation element (TLS),Cis-reg;
RF00208,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoR72,Small nucleolar RNA R72,Gene; snRNA; snoRNA; CD-box;
RF00209,Viruses,"Viruses (64.29%), unclassified sequences (35.71%)",Viruses (100.00%),IRES_Pesti,Pestivirus internal ribosome entry site (IRES) including 5'UTR SLI,Cis-reg; IRES;
RF00210,Viruses,Viruses (100.00%),"Viruses (92.31%), Eukaryota (7.69%)",IRES_Picorna_2,Aphthovirus internal ribosome entry site (IRES),Cis-reg; IRES;
RF00211,Eukaryota,Eukaryota (100.00%),"Eukaryota (100.00%), Eukaryota:Fungi (0.33%)",SNORD35,Small nucleolar RNA SNORD35,Gene; snRNA; snoRNA; CD-box;
RF00212,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORD38,Small nucleolar RNA SNORD38,Gene; snRNA; snoRNA; CD-box;
RF00213,Eukaryota,"Eukaryota (100.00%), Eukaryota:Fungi (21.05%)","Eukaryota (100.00%), Eukaryota:Fungi (20.58%)",snoR38,Small nucleolar RNA R38,Gene; snRNA; snoRNA; CD-box;
RF00214,Viruses/Eukaryota,Viruses (100.00%),"Eukaryota (99.06%), Viruses (0.94%)",Retro_dr1,Retrovirus direct repeat 1 (dr1),Cis-reg;
RF00215,Viruses/Mixed,Viruses (100.00%),"Eukaryota (57.14%), Viruses (42.86%)",Tombus_3_III,Tombus virus defective interfering (DI) RNA region 3,Cis-reg;
RF00216,Eukaryota,Eukaryota (100.00%),"Eukaryota (100.00%), Eukaryota:Fungi (1.44%)",IRES_c-myc,c-myc internal ribosome entry site (IRES),Cis-reg; IRES;
RF00217,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORD20,Small nucleolar RNA SNORD20,Gene; snRNA; snoRNA; CD-box;
RF00218,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORD46,Small nucleolar RNA SNORD46,Gene; snRNA; snoRNA; CD-box;
RF00220,Viruses/No Data,Viruses (100.00%),No Data,Rhino_CRE,Human rhinovirus internal cis-acting regulatory element (CRE),Cis-reg;
RF00221,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORD43,Small nucleolar RNA SNORD43,Gene; snRNA; snoRNA; CD-box;
RF00222,Eukaryota,Eukaryota (100.00%),"Eukaryota (99.60%), Bacteria (0.40%), Eukaryota:Fungi (0.40%)",IRES_Bag1,Bag-1 internal ribosome entry site (IRES),Cis-reg; IRES;
RF00223,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),IRES_Bip,bip internal ribosome entry site (IRES),Cis-reg; IRES;
RF00224,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),IRES_FGF2,FGF-2 internal ribosome entry site (IRES),Cis-reg; IRES;
RF00225,Viruses,Viruses (100.00%),Viruses (100.00%),IRES_Tobamo,Tobamovirus internal ribosome entry site (IRES),Cis-reg; IRES;
RF00226,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),IRES_n-myc,n-myc internal ribosome entry site (IRES),Cis-reg; IRES;
RF00227,Eukaryota,Eukaryota (100.00%),"Eukaryota (100.00%), Eukaryota:Fungi (5.56%)",FIE3,FIE3 (ftz instability element 3') element,Cis-reg;
RF00228,Viruses,Viruses (100.00%),Viruses (100.00%),IRES_HepA,Hepatitis A virus internal ribosome entry site (IRES),Cis-reg; IRES;
RF00229,Viruses/Mixed,Viruses (100.00%),"Viruses (60.00%), Eukaryota (40.00%)",IRES_Picorna,Picornavirus internal ribosome entry site (IRES),Cis-reg; IRES;
RF00230,Bacteria,Bacteria (100.00%),"Bacteria (99.81%), Eukaryota (0.19%), Eukaryota:Fungi (0.01%)",T-box,T-box leader,Cis-reg; leader;
RF00231,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SCARNA13,Small Cajal body specific RNA 13,Gene; snRNA; snoRNA; scaRNA;
RF00232,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),Spi-1,Spi-1 (PU.1) 5' UTR regulatory element,Cis-reg;
RF00233,Viruses/Mixed,Viruses (100.00%),"Viruses (65.00%), Eukaryota (35.00%)",Tymo_tRNA-like,Tymovirus/Pomovirus/Furovirus tRNA-like 3' UTR element,Cis-reg;
RF00234,Bacteria,Bacteria (100.00%),"Bacteria (99.93%), Eukaryota (0.07%)",glmS,glmS glucosamine-6-phosphate activated ribozyme aptamer,Cis-reg; riboswitch;
RF00235,Bacteria,Bacteria (100.00%),Bacteria (100.00%),Plasmid_RNAIII,Plasmid RNAIII,Gene;
RF00236,Bacteria,Bacteria (100.00%),"Bacteria (95.24%), Eukaryota (4.76%), Eukaryota:Fungi (4.76%)",ctRNA_pGA1,ctRNA,Gene; antisense;
RF00237,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-9,mir-9/mir-79 microRNA precursor family,Gene; miRNA;
RF00238,Bacteria/Mixed,Bacteria (100.00%),"Bacteria (89.19%), Eukaryota (10.81%)",ctRNA_pND324,ctRNA,Gene; antisense;
RF00239,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-124,mir-124 microRNA precursor family,Gene; miRNA;
RF00240,Bacteria/Mixed,Bacteria (100.00%),"Bacteria (71.84%), Eukaryota (24.27%), Viruses (3.88%), Eukaryota:Fungi (0.97%)",RNA-OUT,RNA-OUT,Gene; antisense;
RF00241,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-8,mir-8/mir-141/mir-200 microRNA precursor family,Gene; miRNA;
RF00242,Bacteria/Mixed,Bacteria (100.00%),"Bacteria (76.47%), Eukaryota (23.53%), Eukaryota:Fungi (11.76%)",ctRNA_pT181,ctRNA,Gene; antisense;
RF00243,Bacteria/Mixed,Bacteria (100.00%),"Bacteria (85.71%), Eukaryota (14.29%)",traJ_5,traJ 5' UTR,Cis-reg;
RF00244,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-26,mir-26 microRNA precursor family,Gene; miRNA;
RF00245,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-19,mir-19 microRNA precursor family,Gene; miRNA;
RF00246,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-135,mir-135 microRNA precursor family,Gene; miRNA;
RF00247,Eukaryota,Eukaryota (100.00%),"Eukaryota (100.00%), Eukaryota:Fungi (0.20%)",MIR160,mir-160 microRNA precursor family,Gene; miRNA;
RF00248,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-148,mir-148/mir-152 microRNA precursor family,Gene; miRNA;
RF00249,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-46,mir-46/mir-47/mir-281 microRNA precursor family,Gene; miRNA;
RF00250,Viruses,Viruses (100.00%),"Viruses (96.08%), Bacteria (3.92%)",mir-TAR,Trans-activation response element (TAR),Gene; miRNA;
RF00251,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-219,mir-219 microRNA precursor family,Gene; miRNA;
RF00252,Viruses/Mixed,Viruses (100.00%),"Eukaryota (57.14%), Viruses (42.86%)",Alfamo_CPB,Alfalfa mosaic virus coat protein binding (CPB) RNA,Cis-reg;
RF00253,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-101,mir-101 microRNA precursor family,Gene; miRNA;
RF00254,Eukaryota,Eukaryota (100.00%),"Eukaryota (99.89%), Bacteria (0.11%), Eukaryota:Fungi (0.06%)",mir-16,mir-16 microRNA precursor family,Gene; miRNA;
RF00255,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-218,mir-218 microRNA precursor family,Gene; miRNA;
RF00256,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-196,mir-196 microRNA precursor family,Gene; miRNA;
RF00257,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-194,mir-194 microRNA precursor family,Gene; miRNA;
RF00258,Eukaryota,Eukaryota (100.00%),"Eukaryota (99.96%), Bacteria (0.04%)",mir-130,mir-130 microRNA precursor family,Gene; miRNA;
RF00259,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),IFN_gamma,Interferon gamma 5' UTR regulatory element,Cis-reg;
RF00260,Viruses,Viruses (100.00%),Viruses (100.00%),HepC_CRE,Hepatitis C virus (HCV) cis-acting replication element (CRE),Cis-reg;
RF00261,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),IRES_L-myc,L-myc internal ribosome entry site (IRES),Cis-reg; IRES;
RF00262,Viruses/Mixed,Viruses (100.00%),"Viruses (69.57%), Bacteria (26.09%), Eukaryota (4.35%)",sar,sar RNA,Gene; antisense;
RF00263,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORA68,Small nucleolar RNA SNORA68,Gene; snRNA; snoRNA; HACA-box;
RF00264,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORA64,Small nucleolar RNA SNORA64/SNORA10 family,Gene; snRNA; snoRNA; HACA-box;
RF00265,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORA69,Small nucleolar RNA SNORA69,Gene; snRNA; snoRNA; HACA-box;
RF00266,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ17,Small nucleolar RNA Z17,Gene; snRNA; snoRNA; CD-box;
RF00267,Eukaryota,Eukaryota (100.00%),"Eukaryota (100.00%), Eukaryota:Fungi (0.13%)",snoR64,Small nucleolar RNA R64/Z200 family,Gene; snRNA; snoRNA; CD-box;
RF00268,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ7,Small nucleolar RNA snoZ7/snoR77,Gene; snRNA; snoRNA; CD-box;
RF00270,Eukaryota,Eukaryota (100.00%),"Eukaryota (100.00%), Eukaryota:Fungi (0.11%)",SNORD61,Small nucleolar RNA SNORD61,Gene; snRNA; snoRNA; CD-box;
RF00271,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORD60,Small nucleolar RNA SNORD60,Gene; snRNA; snoRNA; CD-box;
RF00272,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORA67,Small nucleolar RNA SNORA67,Gene; snRNA; snoRNA; HACA-box;
RF00273,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORD59,Small nucleolar RNA SNORD59,Gene; snRNA; snoRNA; CD-box;
RF00274,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORD57,Small nucleolar RNA SNORD57,Gene; snRNA; snoRNA; CD-box;
RF00275,Eukaryota,Eukaryota (100.00%),"Eukaryota (100.00%), Eukaryota:Fungi (0.75%)",SNORD56,Small nucleolar RNA SNORD56,Gene; snRNA; snoRNA; CD-box;
RF00276,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORD52,Small nucleolar RNA SNORD52,Gene; snRNA; snoRNA; CD-box;
RF00277,Eukaryota,Eukaryota (100.00%),"Eukaryota (100.00%), Eukaryota:Fungi (0.09%)",SNORD49,Small nucleolar RNA SNORD49,Gene; snRNA; snoRNA; CD-box;
RF00278,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORD50,Small nucleolar RNA SNORD50,Gene; snRNA; snoRNA; CD-box;
RF00279,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORD45,Small nucleolar RNA SNORD45,Gene; snRNA; snoRNA; CD-box;
RF00280,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORD51,Small nucleolar RNA SNORD51,Gene; snRNA; snoRNA; CD-box;
RF00281,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORD47,Small nucleolar RNA SNORD47,Gene; snRNA; snoRNA; CD-box;
RF00282,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORD48,Small nucleolar RNA SNORD48,Gene; snRNA; snoRNA; CD-box;
RF00283,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SCARNA18,small Cajal body-specific RNA 18,Gene; snRNA; snoRNA; scaRNA;
RF00284,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORD74,Small nucleolar RNA SNORD74,Gene; snRNA; snoRNA; CD-box;
RF00285,Eukaryota,Eukaryota (100.00%),"Eukaryota (99.53%), Bacteria (0.47%)",snoZ6,Z6 small nucleolar RNA,Gene; snRNA; snoRNA; CD-box;
RF00286,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SCARNA8,Small Cajal body specific RNA 8,Gene; snRNA; snoRNA; scaRNA;
RF00287,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORD44,Small nucleolar RNA SNORD44,Gene; snRNA; snoRNA; CD-box;
RF00288,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ30,Z30 small nucleolar RNA,Gene; snRNA; snoRNA; CD-box;
RF00289,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORND104,Small nucleolar RNA SNORD104,Gene; snRNA; snoRNA; CD-box;
RF00290,Viruses,Viruses (100.00%),Viruses (100.00%),BaMV_CRE,Bamboo mosaic potexvirus (BaMV) cis-regulatory element,Cis-reg;
RF00291,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoR639,Small nucleolar RNA snoR639/H1,Gene; snRNA; snoRNA; HACA-box;
RF00292,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoTBR5,Small nucleolar RNA TBR5,Gene; snRNA; snoRNA; CD-box;
RF00293,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoM1,Small nucleolar RNA snoM1,Gene; snRNA; snoRNA; HACA-box;
RF00294,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoTBR17,Small nucleolar RNA TBR17,Gene; snRNA; snoRNA; CD-box;
RF00295,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoTBR7,Small nucleolar RNA TBR7,Gene; snRNA; snoRNA; CD-box;
RF00296,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoR16,Small nucleolar RNA R16,Gene; snRNA; snoRNA; CD-box;
RF00300,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ221_snoR21b,Small nucleolar RNA Z221/R21b,Gene; snRNA; snoRNA; CD-box;
RF00301,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ256,Small nucleolar RNA Z256,Gene; snRNA; snoRNA; CD-box;
RF00302,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORA65,Small nucleolar RNA SNORA65,Gene; snRNA; snoRNA; HACA-box;
RF00303,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoR86,Small nucleolar RNA snoR86,Gene; snRNA; snoRNA; HACA-box;
RF00304,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ279_R105_R108,Small nucleolar RNA Z279/snoR105/snoR108,Gene; snRNA; snoRNA; CD-box;
RF00305,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ248,Small nucleolar RNA Z248,Gene; snRNA; snoRNA; CD-box;
RF00306,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ178,Small nucleolar RNA Z178,Gene; snRNA; snoRNA; CD-box;
RF00307,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoR98,Small nucleolar RNA snoR98,Gene; snRNA; snoRNA; HACA-box;
RF00309,Eukaryota,"Eukaryota (100.00%), Eukaryota:Fungi (39.13%)","Eukaryota (100.00%), Eukaryota:Fungi (22.18%)",snosnR60_Z15,Small nucleolar RNA snR60/Z15/Z230/Z193/J17,Gene; snRNA; snoRNA; CD-box;
RF00310,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ165,Small nucleolar RNA Z165,Gene; snRNA; snoRNA; CD-box;
RF00311,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ188,Small nucleolar RNA Z188,Gene; snRNA; snoRNA; CD-box;
RF00312,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ206,Small nucleolar RNA Z206,Gene; snRNA; snoRNA; CD-box;
RF00313,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ173,Small nucleolar RNA Z173,Gene; snRNA; snoRNA; CD-box;
RF00314,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ182,Small nucleolar RNA Z182,Gene; snRNA; snoRNA; CD-box;
RF00315,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoJ33,Small nucleolar RNA J33,Gene; snRNA; snoRNA; CD-box;
RF00316,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoR43,Small nucleolar RNA R43,Gene; snRNA; snoRNA; CD-box;
RF00317,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ163,Small nucleolar RNA Z163/Z177 family,Gene; snRNA; snoRNA; CD-box;
RF00318,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ175,Small nucleolar RNA Z175,Gene; snRNA; snoRNA; CD-box;
RF00319,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORA23,Small nucleolar RNA SNORA23,Gene; snRNA; snoRNA; HACA-box;
RF00320,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ185,Small nucleolar RNA Z185,Gene; snRNA; snoRNA; CD-box;
RF00321,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ247,Small nucleolar RNA Z247,Gene; snRNA; snoRNA; CD-box;
RF00322,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORA31,Small nucleolar RNA SNORA31,Gene; snRNA; snoRNA; HACA-box;
RF00323,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoR79,Small nucleolar RNA R79,Gene; snRNA; snoRNA; CD-box;
RF00324,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoMBII-202,Small nucleolar RNA MBII-202,Gene; snRNA; snoRNA; CD-box;
RF00325,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORD53_SNORD92,Small nucleolar RNA SNORD53/SNORD92,Gene; snRNA; snoRNA; CD-box;
RF00326,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ155,Small nucleolar RNA Z155,Gene; snRNA; snoRNA; CD-box;
RF00327,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ194,Small nucleolar RNA Z194,Gene; snRNA; snoRNA; CD-box;
RF00328,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ161_228,Small nucleolar RNA Z161/Z228,Gene; snRNA; snoRNA; CD-box;
RF00329,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ162,Small nucleolar RNA Z162,Gene; snRNA; snoRNA; CD-box;
RF00330,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ43,Small nucleolar RNA Z43,Gene; snRNA; snoRNA; CD-box;
RF00331,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ169,Small nucleolar RNA Z169,Gene; snRNA; snoRNA; CD-box;
RF00332,Eukaryota,Eukaryota (100.00%),"Eukaryota (100.00%), Eukaryota:Fungi (0.14%)",snoZ266,Small nucleolar RNA Z266,Gene; snRNA; snoRNA; CD-box;
RF00333,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ157,Small nucleolar RNA Z157/R69/R10,Gene; snRNA; snoRNA; CD-box;
RF00334,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORA3,Small nucleolar RNA SNORA3/SNORA45 family,Gene; snRNA; snoRNA; HACA-box;
RF00335,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.83%)",snoZ13_snr52,Small nucleolar RNA Z13/snr52,Gene; snRNA; snoRNA; CD-box;
RF00336,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoJ26,Small nucleolar RNA J26,Gene; snRNA; snoRNA; CD-box;
RF00337,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ112,Small nucleolar RNA Z112,Gene; snRNA; snoRNA; CD-box;
RF00338,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snoR53,Small nucleolar RNA snR53,Gene; snRNA; snoRNA; CD-box;
RF00339,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoR60,Small nucleolar RNA snoR60,Gene; snRNA; snoRNA; CD-box;
RF00340,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),SNORA36,Small nucleolar RNA SNORA36 family,Gene; snRNA; snoRNA; HACA-box;
RF00341,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ39,Small nucleolar RNA Z39,Gene; snRNA; snoRNA; CD-box;
RF00342,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),snoZ40,Small nucleolar RNA Z40,Gene; snRNA; snoRNA; CD-box;
