Family,Domain,Seed domains,Full region domains,Rfam ID,Description,RNA type
RF00185,Viruses,Viruses (100.0%),"Viruses (98.86%), Eukaryota (1.14%)",Flavi_CRE,Flavivirus 3' UTR cis-acting replication element (CRE),Cis-reg;
RF00186,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD101,Small nucleolar RNA SNORD101,Gene; snRNA; snoRNA; CD-box;
RF00187,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD102,Small nucleolar RNA SNORD102,Gene; snRNA; snoRNA; CD-box;
RF00188,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD103,Small nucleolar RNA SNORD103/SNORD85,Gene; snRNA; snoRNA; CD-box;
RF00189,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD95,Small nucleolar RNA SNORD95,Gene; snRNA; snoRNA; CD-box;
RF00190,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORA16,Small nucleolar RNA SNORA16B/SNORA16A family,Gene; snRNA; snoRNA; HACA-box;
RF00191,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORA57,Small nucleolar RNA SNORA57,Gene; snRNA; snoRNA; HACA-box;
RF00192,Viruses,Viruses (100.0%),Viruses (100.0%),BLV_package,Bovine leukaemia virus RNA packaging signal,Cis-reg;
RF00193,Viruses,Viruses (100.0%),Viruses (100.0%),CTV_rep_sig,Citrus tristeza virus replication signal,Cis-reg;
RF00194,Viruses,Viruses (100.0%),"Viruses (92.86%), Eukaryota (7.14%)",Rubella_3,Rubella virus 3' cis-acting element,Cis-reg;
RF00195,Mixed/Bacteria,"Bacteria (72.73%), unclassified sequences (27.27%)","Bacteria (95.12%), unclassified sequences (3.66%), Eukaryota (1.22%)",RsmY,RsmY RNA family,Gene; sRNA;
RF00196,Viruses,Viruses (100.0%),Viruses (100.0%),AMV_RNA1_SL,Alfalfa mosaic virus RNA 1 5' UTR stem-loop,Cis-reg;
RF00198,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SL1,SL1 RNA,Gene;
RF00199,Eukaryota,Eukaryota (100.0%),"Eukaryota (99.73%), Bacteria (0.27%)",SL2,SL2 RNA,Gene;
RF00200,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ199,Small nucleolar RNA Z199,Gene; snRNA; snoRNA; CD-box;
RF00201,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ278,Small nucleolar RNA Z278,Gene; snRNA; snoRNA; CD-box;
RF00202,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR66,Small nucleolar RNA R66,Gene; snRNA; snoRNA; CD-box;
RF00203,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR160,Small nucleolar RNA R160,Gene; snRNA; snoRNA; CD-box;
RF00204,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR12,Small nucleolar RNA R12,Gene; snRNA; snoRNA; CD-box;
RF00205,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR41,Small nucleolar RNA R41,Gene; snRNA; snoRNA; CD-box;
RF00206,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),U54,Small nucleolar RNA U54,Gene; snRNA; snoRNA; CD-box;
RF00207,Eukaryota,Eukaryota (100.0%),"Eukaryota (93.33%), Bacteria (6.67%)",K10_TLS,K10 transport/localisation element (TLS),Cis-reg;
RF00208,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR72,Small nucleolar RNA R72,Gene; snRNA; snoRNA; CD-box;
RF00209,Viruses,Viruses (100.0%),Viruses (100.0%),IRES_Pesti,Pestivirus internal ribosome entry site (IRES),Cis-reg; IRES;
RF00210,Viruses/Mixed,Viruses (100.0%),"Viruses (76.87%), Eukaryota (20.9%), Bacteria (2.24%)",IRES_Picorna_2,Aphthovirus internal ribosome entry site (IRES),Cis-reg; IRES;
RF00211,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD35,Small nucleolar RNA SNORD35,Gene; snRNA; snoRNA; CD-box;
RF00212,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD38,Small nucleolar RNA SNORD38,Gene; snRNA; snoRNA; CD-box;
RF00213,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR38,Small nucleolar RNA R38,Gene; snRNA; snoRNA; CD-box;
RF00214,Viruses/Mixed,Viruses (100.0%),"Eukaryota (77.5%), Viruses (22.5%)",Retro_dr1,Retrovirus direct repeat 1 (dr1),Cis-reg;
RF00215,Viruses,Viruses (100.0%),Viruses (100.0%),Tombus_3_III,Tombus virus defective interfering (DI) RNA region 3,Cis-reg;
RF00216,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),IRES_c-myc,c-myc internal ribosome entry site (IRES),Cis-reg; IRES;
RF00217,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD20,Small nucleolar RNA SNORD20,Gene; snRNA; snoRNA; CD-box;
RF00218,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD46,Small nucleolar RNA SNORD46,Gene; snRNA; snoRNA; CD-box;
RF00220,Viruses,Viruses (100.0%),Viruses (100.0%),Rhino_CRE,Human rhinovirus internal cis-acting regulatory element (CRE),Cis-reg;
RF00221,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD43,Small nucleolar RNA SNORD43,Gene; snRNA; snoRNA; CD-box;
RF00222,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),IRES_Bag1,Bag-1 internal ribosome entry site (IRES),Cis-reg; IRES;
RF00223,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),IRES_Bip,bip internal ribosome entry site (IRES),Cis-reg; IRES;
RF00224,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),IRES_FGF2,FGF-2 internal ribosome entry site (IRES),Cis-reg; IRES;
RF00225,Viruses,Viruses (100.0%),Viruses (100.0%),IRES_Tobamo,Tobamovirus internal ribosome entry site (IRES),Cis-reg; IRES;
RF00226,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),IRES_n-myc,n-myc internal ribosome entry site (IRES),Cis-reg; IRES;
RF00227,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),FIE3,FIE3 (ftz instability element 3') element,Cis-reg;
RF00228,Viruses,Viruses (100.0%),Viruses (100.0%),IRES_HepA,Hepatitis A virus internal ribosome entry site (IRES),Cis-reg; IRES;
RF00229,Viruses,Viruses (100.0%),"Viruses (95.05%), Eukaryota (4.95%)",IRES_Picorna,Picornavirus internal ribosome entry site (IRES),Cis-reg; IRES;
RF00230,Bacteria,Bacteria (100.0%),"Bacteria (99.94%), Eukaryota (0.06%)",T-box,T-box leader,Cis-reg; leader;
RF00231,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SCARNA13,Small Cajal body specific RNA 13,Gene; snRNA; snoRNA; scaRNA;
RF00232,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),Spi-1,Spi-1 (PU.1) 5' UTR regulatory element,Cis-reg;
RF00233,Viruses,Viruses (100.0%),Viruses (100.0%),Tymo_tRNA-like,Tymovirus/Pomovirus/Furovirus tRNA-like 3' UTR element,Cis-reg;
RF00234,Bacteria,Bacteria (100.0%),Bacteria (100.0%),glmS,glmS glucosamine-6-phosphate activated ribozyme,Cis-reg; riboswitch;
RF00235,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Plasmid_RNAIII,Plasmid RNAIII,Gene;
RF00236,Bacteria,Bacteria (100.0%),Bacteria (100.0%),ctRNA_pGA1,ctRNA,Gene; antisense;
RF00237,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-9,mir-9/mir-79 microRNA precursor family,Gene; miRNA;
RF00238,Bacteria,Bacteria (100.0%),Bacteria (100.0%),ctRNA_pND324,ctRNA,Gene; antisense;
RF00239,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-124,mir-124 microRNA precursor family,Gene; miRNA;
RF00240,Bacteria/Mixed,Bacteria (100.0%),"Bacteria (56.52%), Eukaryota (43.48%)",RNA-OUT,RNA-OUT,Gene; antisense;
RF00241,Eukaryota,Eukaryota (100.0%),"Eukaryota (99.84%), Bacteria (0.16%)",mir-8,mir-8/mir-141/mir-200 microRNA precursor family,Gene; miRNA;
RF00242,Bacteria,Bacteria (100.0%),"Bacteria (93.94%), Eukaryota (6.06%)",ctRNA_pT181,ctRNA,Gene; antisense;
RF00243,Bacteria,Bacteria (100.0%),"Bacteria (92.86%), Eukaryota (7.14%)",traJ_5,traJ 5' UTR,Cis-reg;
RF00244,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-26,mir-26 microRNA precursor family,Gene; miRNA;
RF00245,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-19,mir-19 microRNA precursor family,Gene; miRNA;
RF00246,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-135,mir-135 microRNA precursor family,Gene; miRNA;
RF00247,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-160,mir-160 microRNA precursor family,Gene; miRNA;
RF00248,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-148,mir-148/mir-152 microRNA precursor family,Gene; miRNA;
RF00249,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-46,mir-46/mir-47/mir-281 microRNA precursor family,Gene; miRNA;
RF00250,Viruses,Viruses (100.0%),"Viruses (98.63%), Bacteria (1.37%)",mir-TAR,Trans-activation response element (TAR),Gene; miRNA;
RF00251,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-219,mir-219 microRNA precursor family,Gene; miRNA;
RF00252,Viruses,Viruses (100.0%),"Viruses (95.45%), Eukaryota (4.55%)",Alfamo_CPB,Alfalfa mosaic virus coat protein binding (CPB) RNA,Cis-reg;
RF00253,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-101,mir-101 microRNA precursor family,Gene; miRNA;
RF00254,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-16,mir-16 microRNA precursor family,Gene; miRNA;
RF00255,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-218,mir-218 microRNA precursor family,Gene; miRNA;
RF00256,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-196,mir-196 microRNA precursor family,Gene; miRNA;
RF00257,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-194,mir-194 microRNA precursor family,Gene; miRNA;
RF00258,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-130,mir-130 microRNA precursor family,Gene; miRNA;
RF00259,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),IFN_gamma,Interferon gamma 5' UTR regulatory element,Cis-reg;
RF00260,Viruses,Viruses (100.0%),"Viruses (98.15%), Eukaryota (1.85%)",HepC_CRE,Hepatitis C virus (HCV) cis-acting replication element (CRE),Cis-reg;
RF00261,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),IRES_L-myc,L-myc internal ribosome entry site (IRES),Cis-reg; IRES;
RF00262,Viruses/Mixed,Viruses (100.0%),"Viruses (76.92%), Bacteria (15.38%), Eukaryota (7.69%)",sar,sar RNA,Gene; antisense;
RF00263,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORA68,Small nucleolar RNA SNORA68,Gene; snRNA; snoRNA; HACA-box;
RF00264,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORA64,Small nucleolar RNA SNORA64/SNORA10 family,Gene; snRNA; snoRNA; HACA-box;
RF00265,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORA69,Small nucleolar RNA SNORA69,Gene; snRNA; snoRNA; HACA-box;
RF00266,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ17,Small nucleolar RNA Z17,Gene; snRNA; snoRNA; CD-box;
RF00267,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR64,Small nucleolar RNA R64/Z200 family,Gene; snRNA; snoRNA; CD-box;
RF00268,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ7,Small nucleolar RNA snoZ7/snoR77,Gene; snRNA; snoRNA; CD-box;
RF00270,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD61,Small nucleolar RNA SNORD61,Gene; snRNA; snoRNA; CD-box;
RF00271,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD60,Small nucleolar RNA SNORD60,Gene; snRNA; snoRNA; CD-box;
RF00272,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORA67,Small nucleolar RNA SNORA67,Gene; snRNA; snoRNA; HACA-box;
RF00273,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD59,Small nucleolar RNA SNORD59,Gene; snRNA; snoRNA; CD-box;
RF00274,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD57,Small nucleolar RNA SNORD57,Gene; snRNA; snoRNA; CD-box;
RF00275,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD56,Small nucleolar RNA SNORD56,Gene; snRNA; snoRNA; CD-box;
RF00276,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD52,Small nucleolar RNA SNORD52,Gene; snRNA; snoRNA; CD-box;
RF00277,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD49,Small nucleolar RNA SNORD49,Gene; snRNA; snoRNA; CD-box;
RF00278,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD50,Small nucleolar RNA SNORD50,Gene; snRNA; snoRNA; CD-box;
RF00279,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD45,Small nucleolar RNA SNORD45,Gene; snRNA; snoRNA; CD-box;
RF00280,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD51,Small nucleolar RNA SNORD51,Gene; snRNA; snoRNA; CD-box;
RF00281,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD47,Small nucleolar RNA SNORD47,Gene; snRNA; snoRNA; CD-box;
RF00282,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD48,Small nucleolar RNA SNORD48,Gene; snRNA; snoRNA; CD-box;
RF00283,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SCARNA18,small Cajal body-specific RNA 18,Gene; snRNA; snoRNA; scaRNA;
RF00284,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD74,Small nucleolar RNA SNORD74,Gene; snRNA; snoRNA; CD-box;
RF00285,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ6,Z6 small nucleolar RNA,Gene; snRNA; snoRNA; CD-box;
RF00286,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SCARNA8,Small Cajal body specific RNA 8,Gene; snRNA; snoRNA; scaRNA;
RF00287,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD44,Small nucleolar RNA SNORD44,Gene; snRNA; snoRNA; CD-box;
RF00288,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ30,Z30 small nucleolar RNA,Gene; snRNA; snoRNA; CD-box;
RF00289,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORND104,Small nucleolar RNA SNORD104,Gene; snRNA; snoRNA; CD-box;
RF00290,Viruses,Viruses (100.0%),Viruses (100.0%),BaMV_CRE,Bamboo mosaic potexvirus (BaMV) cis-regulatory element,Cis-reg;
RF00291,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR639,Small nucleolar RNA snoR639/H1,Gene; snRNA; snoRNA; HACA-box;
RF00292,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoTBR5,Small nucleolar RNA TBR5,Gene; snRNA; snoRNA; CD-box;
RF00293,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoM1,Small nucleolar RNA snoM1,Gene; snRNA; snoRNA; HACA-box;
RF00294,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoTBR17,Small nucleolar RNA TBR17,Gene; snRNA; snoRNA; CD-box;
RF00295,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoTBR7,Small nucleolar RNA TBR7,Gene; snRNA; snoRNA; CD-box;
RF00296,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR16,Small nucleolar RNA R16,Gene; snRNA; snoRNA; CD-box;
RF00300,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ221_snoR21b,Small nucleolar RNA Z221/R21b,Gene; snRNA; snoRNA; CD-box;
RF00301,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ256,Small nucleolar RNA Z256,Gene; snRNA; snoRNA; CD-box;
RF00302,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORA65,Small nucleolar RNA SNORA65,Gene; snRNA; snoRNA; HACA-box;
RF00303,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR86,Small nucleolar RNA snoR86,Gene; snRNA; snoRNA; HACA-box;
RF00304,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ279_R105_R108,Small nucleolar RNA Z279/snoR105/snoR108,Gene; snRNA; snoRNA; CD-box;
RF00305,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ248,Small nucleolar RNA Z248,Gene; snRNA; snoRNA; CD-box;
RF00306,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ178,Small nucleolar RNA Z178,Gene; snRNA; snoRNA; CD-box;
RF00307,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR98,Small nucleolar RNA snoR98,Gene; snRNA; snoRNA; HACA-box;
RF00309,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snosnR60_Z15,Small nucleolar RNA snR60/Z15/Z230/Z193/J17,Gene; snRNA; snoRNA; CD-box;
RF00310,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ165,Small nucleolar RNA Z165,Gene; snRNA; snoRNA; CD-box;
RF00311,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ188,Small nucleolar RNA Z188,Gene; snRNA; snoRNA; CD-box;
RF00312,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ206,Small nucleolar RNA Z206,Gene; snRNA; snoRNA; CD-box;
RF00313,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ173,Small nucleolar RNA Z173,Gene; snRNA; snoRNA; CD-box;
RF00314,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ182,Small nucleolar RNA Z182,Gene; snRNA; snoRNA; CD-box;
RF00315,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoJ33,Small nucleolar RNA J33,Gene; snRNA; snoRNA; CD-box;
RF00316,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR43,Small nucleolar RNA R43,Gene; snRNA; snoRNA; CD-box;
RF00317,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ163,Small nucleolar RNA Z163/Z177 family,Gene; snRNA; snoRNA; CD-box;
RF00318,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ175,Small nucleolar RNA Z175,Gene; snRNA; snoRNA; CD-box;
RF00319,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORA23,Small nucleolar RNA SNORA23,Gene; snRNA; snoRNA; HACA-box;
RF00320,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ185,Small nucleolar RNA Z185,Gene; snRNA; snoRNA; CD-box;
RF00321,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ247,Small nucleolar RNA Z247,Gene; snRNA; snoRNA; CD-box;
RF00322,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORA31,Small nucleolar RNA SNORA31,Gene; snRNA; snoRNA; HACA-box;
RF00323,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR79,Small nucleolar RNA R79,Gene; snRNA; snoRNA; CD-box;
RF00324,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoMBII-202,Small nucleolar RNA MBII-202,Gene; snRNA; snoRNA; CD-box;
RF00325,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD53_SNORD92,Small nucleolar RNA SNORD53/SNORD92,Gene; snRNA; snoRNA; CD-box;
RF00326,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ155,Small nucleolar RNA Z155,Gene; snRNA; snoRNA; CD-box;
RF00327,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ194,Small nucleolar RNA Z194,Gene; snRNA; snoRNA; CD-box;
RF00328,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ161_228,Small nucleolar RNA Z161/Z228,Gene; snRNA; snoRNA; CD-box;
RF00329,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ162,Small nucleolar RNA Z162,Gene; snRNA; snoRNA; CD-box;
RF00330,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ43,Small nucleolar RNA Z43,Gene; snRNA; snoRNA; CD-box;
RF00331,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ169,Small nucleolar RNA Z169,Gene; snRNA; snoRNA; CD-box;
RF00332,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ266,Small nucleolar RNA Z266,Gene; snRNA; snoRNA; CD-box;
RF00333,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ157,Small nucleolar RNA Z157/R69/R10,Gene; snRNA; snoRNA; CD-box;
RF00334,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORA3,Small nucleolar RNA SNORA3/SNORA45 family,Gene; snRNA; snoRNA; HACA-box;
RF00335,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ13_snr52,Small nucleolar RNA Z13/snr52,Gene; snRNA; snoRNA; CD-box;
RF00336,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoJ26,Small nucleolar RNA J26,Gene; snRNA; snoRNA; CD-box;
RF00337,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ112,Small nucleolar RNA Z112,Gene; snRNA; snoRNA; CD-box;
RF00338,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR53,Small nucleolar RNA snR53,Gene; snRNA; snoRNA; CD-box;
RF00339,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR60,Small nucleolar RNA snoR60,Gene; snRNA; snoRNA; CD-box;
RF00340,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORA36,Small nucleolar RNA SNORA36 family,Gene; snRNA; snoRNA; HACA-box;
RF00341,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ39,Small nucleolar RNA Z39,Gene; snRNA; snoRNA; CD-box;
RF00342,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ40,Small nucleolar RNA Z40,Gene; snRNA; snoRNA; CD-box;
RF00343,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ122,Small nucleolar RNA Z122,Gene; snRNA; snoRNA; CD-box;
RF00344,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ267,Small nucleolar RNA Z267,Gene; snRNA; snoRNA; CD-box;
RF00345,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR1,Small nucleolar RNA snoR1,Gene; snRNA; snoRNA; CD-box;
RF00348,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR9_plant,Small nucleolar RNA snoR9,Gene; snRNA; snoRNA; CD-box;
RF00349,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR11,Small nucleolar RNA R11/Z151,Gene; snRNA; snoRNA; CD-box;
RF00350,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ152,Small nucleolar RNA Z152/R70/R12/,Gene; snRNA; snoRNA; CD-box;
RF00351,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR20,Small nucleolar RNA R20,Gene; snRNA; snoRNA; CD-box;
RF00352,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR21,Small nucleolar RNA R21,Gene; snRNA; snoRNA; CD-box;
RF00353,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR31_Z110_Z27,Small nucleolar RNA snoR31/Z110/Z27,Gene; snRNA; snoRNA; CD-box;
RF00355,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR28,Small nucleolar RNA snoR28,Gene; snRNA; snoRNA; CD-box;
RF00356,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR32_R81,Small nucleolar RNA R32/R81/Z41,Gene; snRNA; snoRNA; CD-box;
RF00357,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR44_J54,Small nucleolar RNA R44/J54/Z268 family,Gene; snRNA; snoRNA; CD-box;
RF00358,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ101,Small nucleolar RNA Z101,Gene; snRNA; snoRNA; CD-box;
RF00359,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ102_R77,Small nucleolar RNA Z102/R77,Gene; snRNA; snoRNA; CD-box;
RF00360,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ107_R87,Small nucleolar RNA Z107/R87,Gene; snRNA; snoRNA; CD-box;
RF00361,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ119,Small nucleolar RNA Z119,Gene; snRNA; snoRNA; CD-box;
RF00362,Viroids,Viroids (100.0%),Viroids (100.0%),Pospi_RY,Pospiviroid RY motif stem loop,Cis-reg;
RF00363,Viruses,Viruses (100.0%),Viruses (100.0%),mir-BART1,mir-BART1 microRNA precursor family,Gene; miRNA;
RF00364,Viruses,Viruses (100.0%),Viruses (100.0%),mir-BART2,mir-BART2 microRNA precursor family,Gene; miRNA;
RF00365,Viruses,Viruses (100.0%),Viruses (100.0%),mir-BHRF1-1,mir-BHRF1-1 microRNA precursor family,Gene; miRNA;
RF00366,Viruses,Viruses (100.0%),Viruses (100.0%),mir-BHRF1-2,mir-BHRF1-2 microRNA precursor family,Gene; miRNA;
RF00367,Viruses,Viruses (100.0%),Viruses (100.0%),mir-BHRF1-3,mir-BHRF1-3 microRNA precursor family,Gene; miRNA;
RF00368,Bacteria,"Bacteria (93.75%), unclassified sequences (6.25%)","Bacteria (93.02%), Eukaryota (5.81%), unclassified sequences (1.16%)",sroB,sroB RNA,Gene; sRNA;
RF00369,Mixed/Bacteria,"Bacteria (83.33%), unclassified sequences (16.67%)","Bacteria (93.75%), Eukaryota (4.69%), unclassified sequences (1.56%)",sroC,sroC RNA,Gene; sRNA;
RF00370,Bacteria,Bacteria (100.0%),"Bacteria (95.35%), Eukaryota (4.65%)",sroD,sroD RNA,Gene; sRNA;
RF00371,Mixed/Bacteria,"Bacteria (75.0%), unclassified sequences (25.0%)","Bacteria (92.11%), Eukaryota (5.26%), unclassified sequences (2.63%)",sroE,sroE RNA,Gene; sRNA;
RF00372,Bacteria/Mixed,Bacteria (100.0%),"Bacteria (87.5%), Eukaryota (12.5%)",sroH,sroH RNA,Gene; sRNA;
RF00373,Mixed,"Archaea (68.57%), unclassified sequences (31.43%)","Archaea (89.81%), unclassified sequences (5.9%), Bacteria (4.29%)",RNaseP_arch,Archaeal RNase P,Gene; ribozyme;
RF00374,Viruses/Mixed,Viruses (100.0%),"Eukaryota (85.45%), Viruses (14.55%)",Gammaretro_CES,Gammaretrovirus core encapsidation signal,Cis-reg;
